stimulus	nblettres	freqlemfilms2	ifreq	wtype	word
taux	4	11.22	2	0	taux
bail	4	11.49	2	0	bail
char	4	11.86	2	0	char
onde	4	11.91	2	0	onde
amer	4	11.94	2	0	amer
grec	4	12.14	2	0	grec
défi	4	12.24	2	0	défi
nord	4	12.26	2	0	nord
rond	4	12.31	2	0	rond
sauf	4	12.52	2	0	sauf
mont	4	12.63	2	0	mont
août	4	12.65	2	0	août
coma	4	12.66	2	0	coma
jupe	4	12.76	2	0	jupe
noix	4	12.83	2	0	noix
brun	4	13.16	2	0	brun
juin	4	13.4	2	0	juin
pull	4	13.43	2	0	pull
pneu	4	13.44	2	0	pneu
user	4	13.58	2	0	user
loge	4	13.69	2	0	loge
clou	4	13.83	2	0	clou
rein	4	13.96	2	0	rein
cran	4	13.97	2	0	cran
quai	4	14.01	2	0	quai
golf	4	14.14	2	0	golf
lame	4	14.22	2	0	lame
muet	4	14.23	2	0	muet
cuir	4	14.25	2	0	cuir
tsar	4	14.3	2	0	tsar
gras	4	14.31	2	0	gras
plat	4	14.66	2	0	plat
saut	4	14.77	2	0	saut
café	4	14.88	2	0	café
vote	4	15.04	2	0	vote
boue	4	15.1	2	0	boue
gage	4	15.31	2	0	gage
four	4	15.44	2	0	four
luxe	4	15.62	2	0	luxe
bref	4	15.63	2	0	bref
rage	4	15.97	2	0	rage
pose	4	16.11	2	0	pose
lent	4	16.41	2	0	lent
pâle	4	16.5	2	0	pâle
ôter	4	16.81	2	0	ôter
noce	4	17.05	2	0	noce
tire	4	17.13	2	0	tire
site	4	17.17	2	0	site
bloc	4	17.28	2	0	bloc
tube	4	17.4	2	0	tube
gang	4	17.48	2	0	gang
cage	4	18.3	2	0	cage
ivre	4	18.32	2	0	ivre
dose	4	18.44	2	0	dose
laid	4	18.54	2	0	laid
auto	4	18.66	2	0	auto
jury	4	18.8	2	0	jury
hâte	4	18.83	2	0	hâte
drap	4	19.22	2	0	drap
hôte	4	19.43	2	0	hôte
chic	4	19.57	2	0	chic
gris	4	19.64	2	0	gris
vain	4	19.87	2	0	vain
roue	4	21.87	2	0	roue
rock	4	22.11	2	0	rock
kilo	4	22.54	2	0	kilo
file	4	22.88	2	0	file
foie	4	23.48	2	0	foie
rose	4	23.72	2	0	rose
clef	4	24.32	2	0	clef
ours	4	24.57	2	0	ours
nier	4	24.86	2	0	nier
gant	4	25.02	2	0	gant
unir	4	25.15	2	0	unir
moto	4	25.23	2	0	moto
info	4	25.5	2	0	info
abri	4	25.9	2	0	abri
pari	4	26.61	2	0	pari
sain	4	26.63	2	0	sain
pour	4	27.69	2	0	pour
fini	4	27.8	2	0	fini
môme	4	28.15	2	0	môme
rang	4	28.21	2	0	rang
voeu	4	28.58	2	0	voeu
lire	4	28.88	2	0	lire
chou	4	29.86	2	0	chou
vers	4	29.91	2	0	vers
labo	4	29.95	2	0	labo
nerf	4	30.12	2	0	nerf
aube	4	30.32	2	0	aube
loup	4	30.42	2	0	loup
race	4	30.56	2	0	race
date	4	31.41	2	0	date
mode	4	31.67	2	0	mode
port	4	31.68	2	0	port
soif	4	31.82	2	0	soif
joue	4	32.28	2	0	joue
épée	4	32.81	2	0	épée
zéro	4	32.85	2	0	zéro
parc	4	32.85	2	0	parc
rare	4	33.27	2	0	rare
aile	4	33.45	2	0	aile
bien	4	34.29	2	0	bien
côte	4	35.16	2	0	côte
vélo	4	35.58	2	0	vélo
lors	4	35.79	2	0	lors
lien	4	35.89	2	0	lien
lier	4	37.17	2	0	lier
égal	4	38.08	2	0	égal
demi	4	38.26	2	0	demi
réel	4	38.7	2	0	réel
rire	4	38.88	2	0	rire
sage	4	39.09	2	0	sage
poil	4	39.33	2	0	poil
star	4	39.34	2	0	star
oeuf	4	39.4	2	0	oeuf
page	4	39.41	2	0	page
nièce	5	10.1	2	0	nièce
pelle	5	10.1	2	0	pelle
flûte	5	10.13	2	0	flûte
épais	5	10.19	2	0	épais
coude	5	10.19	2	0	coude
litre	5	10.19	2	0	litre
hache	5	10.23	2	0	hache
média	5	10.23	2	0	média
quête	5	10.24	2	0	quête
wagon	5	10.24	2	0	wagon
frein	5	10.25	2	0	frein
selle	5	10.26	2	0	selle
jeton	5	10.27	2	0	jeton
vaste	5	10.32	2	0	vaste
radar	5	10.36	2	0	radar
errer	5	10.44	2	0	errer
fiche	5	10.46	2	0	fiche
resto	5	10.47	2	0	resto
sensé	5	10.5	2	0	sensé
perle	5	10.57	2	0	perle
proie	5	10.61	2	0	proie
thèse	5	10.67	2	0	thèse
débat	5	10.7	2	0	débat
poker	5	10.76	2	0	poker
steak	5	10.76	2	0	steak
canne	5	10.91	2	0	canne
balai	5	10.91	2	0	balai
loyal	5	10.96	2	0	loyal
gâter	5	10.97	2	0	gâter
canon	5	11.03	2	0	canon
délai	5	11.04	2	0	délai
noeud	5	11.12	2	0	noeud
alibi	5	11.13	2	0	alibi
périr	5	11.2	2	0	périr
avril	5	11.23	2	0	avril
élire	5	11.23	2	0	élire
engin	5	11.25	2	0	engin
album	5	11.29	2	0	album
chaos	5	11.3	2	0	chaos
valet	5	11.4	2	0	valet
tribu	5	11.57	2	0	tribu
damer	5	11.6	2	0	damer
comté	5	11.64	2	0	comté
sueur	5	11.71	2	0	sueur
talon	5	11.72	2	0	talon
miser	5	11.8	2	0	miser
moine	5	11.82	2	0	moine
foire	5	11.83	2	0	foire
phare	5	11.88	2	0	phare
saoul	5	11.97	2	0	saoul
deuil	5	12.24	2	0	deuil
vivre	5	12.61	2	0	vivre
décès	5	12.82	2	0	décès
dalle	5	13	2	0	dalle
dépôt	5	13.2	2	0	dépôt
phase	5	13.22	2	0	phase
angle	5	13.29	2	0	angle
conte	5	13.3	2	0	conte
cadre	5	13.53	2	0	cadre
casse	5	13.62	2	0	casse
acier	5	13.88	2	0	acier
géant	5	13.91	2	0	géant
outil	5	14.18	2	0	outil
dégât	5	14.22	2	0	dégât
éclat	5	14.28	2	0	éclat
grain	5	14.32	2	0	grain
trône	5	14.32	2	0	trône
métal	5	14.36	2	0	métal
plier	5	14.37	2	0	plier
marge	5	14.4	2	0	marge
saute	5	14.52	2	0	saute
écart	5	14.71	2	0	écart
nuire	5	14.74	2	0	nuire
drame	5	14.87	2	0	drame
parti	5	15.01	2	0	parti
plaie	5	15.02	2	0	plaie
micro	5	15.03	2	0	micro
impôt	5	15.14	2	0	impôt
stade	5	15.14	2	0	stade
tigre	5	15.19	2	0	tigre
plume	5	15.29	2	0	plume
filet	5	15.44	2	0	filet
vexer	5	15.56	2	0	vexer
luire	5	15.58	2	0	luire
pouls	5	15.64	2	0	pouls
pouce	5	15.72	2	0	pouce
étape	5	15.77	2	0	étape
tabac	5	16	2	0	tabac
mince	5	16.27	2	0	mince
tonne	5	16.29	2	0	tonne
toast	5	16.3	2	0	toast
vitre	5	16.35	2	0	vitre
moral	5	16.39	2	0	moral
motif	5	16.56	2	0	motif
villa	5	16.61	2	0	villa
tente	5	16.65	2	0	tente
savon	5	16.68	2	0	savon
dater	5	16.69	2	0	dater
masse	5	16.73	2	0	masse
légal	5	16.79	2	0	légal
peste	5	16.95	2	0	peste
major	5	16.95	2	0	major
guère	5	17.02	2	0	guère
câble	5	17.04	2	0	câble
linge	5	17.04	2	0	linge
canal	5	17.11	2	0	canal
orage	5	17.14	2	0	orage
loyer	5	17.18	2	0	loyer
thème	5	17.32	2	0	thème
citer	5	17.51	2	0	citer
salir	5	17.51	2	0	salir
guide	5	17.52	2	0	guide
poing	5	17.52	2	0	poing
stylo	5	17.73	2	0	stylo
vertu	5	17.75	2	0	vertu
aller	5	17.78	2	0	aller
bible	5	17.79	2	0	bible
bonté	5	17.88	2	0	bonté
ruine	5	17.93	2	0	ruine
toile	5	17.99	2	0	toile
bâton	5	18.11	2	0	bâton
métro	5	18.17	2	0	métro
loger	5	18.36	2	0	loger
messe	5	18.36	2	0	messe
bisou	5	18.4	2	0	bisou
bâtir	5	18.65	2	0	bâtir
large	5	18.66	2	0	large
barre	5	18.78	2	0	barre
sauce	5	19.24	2	0	sauce
puits	5	19.52	2	0	puits
opéra	5	19.61	2	0	opéra
veine	5	19.74	2	0	veine
semer	5	19.8	2	0	semer
cieux	5	20.05	2	0	cieux
plomb	5	20.24	2	0	plomb
douer	5	20.29	2	0	douer
ongle	5	20.37	2	0	ongle
texte	5	20.42	2	0	texte
civil	5	20.46	2	0	civil
voile	5	20.51	2	0	voile
congé	5	20.74	2	0	congé
baron	5	20.82	2	0	baron
tache	5	21.04	2	0	tache
jaune	5	21.09	2	0	jaune
degré	5	21.3	2	0	degré
blond	5	21.45	2	0	blond
cuire	5	21.65	2	0	cuire
franc	5	21.67	2	0	franc
tasse	5	21.89	2	0	tasse
gamin	5	22.15	2	0	gamin
royal	5	22.65	2	0	royal
poète	5	22.65	2	0	poète
huile	5	22.68	2	0	huile
robot	5	22.89	2	0	robot
neveu	5	22.9	2	0	neveu
pompe	5	22.92	2	0	pompe
quart	5	23.02	2	0	quart
pizza	5	23.09	2	0	pizza
lutte	5	23.18	2	0	lutte
futur	5	23.2	2	0	futur
saint	5	23.22	2	0	saint
geler	5	23.41	2	0	geler
peser	5	23.41	2	0	peser
vidéo	5	23.61	2	0	vidéo
mardi	5	23.65	2	0	mardi
écran	5	23.68	2	0	écran
avant	5	23.8	2	0	avant
virus	5	23.98	2	0	virus
barbe	5	24.15	2	0	barbe
céder	5	24.21	2	0	céder
hélas	5	24.21	2	0	hélas
échec	5	24.31	2	0	échec
panne	5	24.59	2	0	panne
total	5	24.59	2	0	total
océan	5	24.89	2	0	océan
donne	5	25.03	2	0	donne
chute	5	25.15	2	0	chute
ferme	5	25.2	2	0	ferme
digne	5	25.29	2	0	digne
sourd	5	25.69	2	0	sourd
copie	5	25.7	2	0	copie
lampe	5	25.86	2	0	lampe
chant	5	25.9	2	0	chant
jeudi	5	26.09	2	0	jeudi
vomir	5	26.12	2	0	vomir
dette	5	26.13	2	0	dette
otage	5	26.4	2	0	otage
asile	5	26.56	2	0	asile
lâche	5	26.67	2	0	lâche
tuyau	5	26.73	2	0	tuyau
rayon	5	27	2	0	rayon
poème	5	27.03	2	0	poème
garer	5	27.16	2	0	garer
comte	5	27.36	2	0	comte
gérer	5	27.51	2	0	gérer
fichu	5	27.51	2	0	fichu
vente	5	27.54	2	0	vente
habit	5	27.64	2	0	habit
foule	5	27.81	2	0	foule
maire	5	28.17	2	0	maire
pause	5	28.24	2	0	pause
raser	5	28.54	2	0	raser
noble	5	28.7	2	0	noble
essai	5	28.78	2	0	essai
cesse	5	28.88	2	0	cesse
cruel	5	28.98	2	0	cruel
fuite	5	29.09	2	0	fuite
croix	5	29.1	2	0	croix
siège	5	29.44	2	0	siège
lourd	5	29.45	2	0	lourd
accès	5	29.53	2	0	accès
voter	5	29.61	2	0	voter
armer	5	29.77	2	0	armer
sport	5	30.04	2	0	sport
subir	5	30.13	2	0	subir
nuage	5	30.27	2	0	nuage
bague	5	30.32	2	0	bague
nager	5	30.36	2	0	nager
parer	5	30.5	2	0	parer
vider	5	30.68	2	0	vider
boule	5	30.68	2	0	boule
gorge	5	30.87	2	0	gorge
brave	5	30.93	2	0	brave
tâche	5	31.01	2	0	tâche
noter	5	31.24	2	0	noter
buter	5	31.86	2	0	buter
sucre	5	32.01	2	0	sucre
botte	5	32.19	2	0	botte
soupe	5	32.26	2	0	soupe
russe	5	32.27	2	0	russe
style	5	32.34	2	0	style
fixer	5	32.73	2	0	fixer
coupe	5	33.02	2	0	coupe
piège	5	33.12	2	0	piège
cible	5	33.55	2	0	cible
poids	5	34.42	2	0	poids
offre	5	34.55	2	0	offre
grâce	5	34.59	2	0	grâce
patte	5	34.6	2	0	patte
vieil	5	34.69	2	0	vieil
bouge	5	34.79	2	0	bouge
herbe	5	34.81	2	0	herbe
forêt	5	34.94	2	0	forêt
somme	5	35.25	2	0	somme
singe	5	35.48	2	0	singe
série	5	36.53	2	0	série
poule	5	36.7	2	0	poule
lundi	5	36.94	2	0	lundi
fêter	5	36.97	2	0	fêter
terme	5	37.67	2	0	terme
veste	5	37.72	2	0	veste
léger	5	37.77	2	0	léger
perte	5	37.8	2	0	perte
lèvre	5	37.91	2	0	lèvre
génie	5	38.01	2	0	génie
viser	5	38.03	2	0	viser
corde	5	38.57	2	0	corde
hiver	5	38.96	2	0	hiver
salon	5	39.24	2	0	salon
lapin	5	39.28	2	0	lapin
neige	5	39.34	2	0	neige
fruit	5	39.45	2	0	fruit
stable	6	10.09	2	0	stable
morgue	6	10.12	2	0	morgue
gênant	6	10.33	2	0	gênant
graver	6	10.34	2	0	graver
adulte	6	10.37	2	0	adulte
barque	6	10.4	2	0	barque
député	6	10.4	2	0	député
situer	6	10.44	2	0	situer
majeur	6	10.45	2	0	majeur
tracer	6	10.49	2	0	tracer
balcon	6	10.53	2	0	balcon
égarer	6	10.55	2	0	égarer
allure	6	10.57	2	0	allure
rançon	6	10.6	2	0	rançon
vanter	6	10.73	2	0	vanter
étroit	6	10.79	2	0	étroit
pincer	6	10.84	2	0	pincer
stress	6	10.85	2	0	stress
pétrin	6	10.89	2	0	pétrin
atroce	6	10.94	2	0	atroce
surgir	6	10.95	2	0	surgir
crayon	6	10.97	2	0	crayon
grille	6	11.01	2	0	grille
romain	6	11.02	2	0	romain
confus	6	11.02	2	0	confus
quitte	6	11.04	2	0	quitte
obscur	6	11.06	2	0	obscur
banane	6	11.14	2	0	banane
budget	6	11.21	2	0	budget
humide	6	11.23	2	0	humide
sirène	6	11.35	2	0	sirène
tennis	6	11.37	2	0	tennis
hanter	6	11.37	2	0	hanter
graine	6	11.41	2	0	graine
piqûre	6	11.41	2	0	piqûre
tâcher	6	11.41	2	0	tâcher
calcul	6	11.47	2	0	calcul
ramper	6	11.55	2	0	ramper
frappe	6	11.61	2	0	frappe
ronger	6	11.68	2	0	ronger
berger	6	11.84	2	0	berger
intact	6	11.89	2	0	intact
fraise	6	12	2	0	fraise
louper	6	12.06	2	0	louper
cognac	6	12.07	2	0	cognac
assaut	6	12.12	2	0	assaut
grotte	6	12.23	2	0	grotte
requin	6	12.24	2	0	requin
tordre	6	12.24	2	0	tordre
pilote	6	12.33	2	0	pilote
baisse	6	12.37	2	0	baisse
récent	6	12.42	2	0	récent
humble	6	12.43	2	0	humble
